,Neighborhood,city,name,address,rating,user_ratings_total,types,lat,long
4798,Marylebone High Street,London,The Wallace,"Manchester Square, London",4.5,139,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",51.5173082,-0.152961
4799,Marylebone High Street,London,Chandos House,"2 Queen Anne Street, London",4.1,205,"['point_of_interest', 'store', 'establishment']",51.51862939999999,-0.1451182
4800,Marylebone High Street,London,Fairuz,"3 Blandford Street, London",4.2,136,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",51.51823,-0.151961
4801,Marylebone High Street,London,PetLondon,"4TH FLOOR, with lift, 16 Wigmore Street, London",4.1,626,"['point_of_interest', 'establishment']",51.51675580000001,-0.1471011
4802,Marylebone High Street,London,Levant,"76 Wigmore Street, London",2.3,24,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.5162048,-0.1506478
4803,Marylebone High Street,London,Nursing and Midwifery Council,"23 Portland Place, London",4.4,449,,51.5195076,-0.1450718
4804,Marylebone High Street,London,FishWorks,"89 Marylebone High Street, London",NaN,NaN,,51.5201139,-0.1519889
4805,Queen's Park,London,London,London,NaN,NaN,"['gym', 'health', 'point_of_interest', 'establishment']",51.5073509,-0.1277583
4806,Queen's Park,London,Bravington 173,"173 Bravington Road, London",4.4,81,"['library', 'point_of_interest', 'establishment']",51.5310038,-0.2048676
4807,Queen's Park,London,All Stars Boxing Gym,"576 Harrow Road, London",NaN,NaN,"['book_store', 'point_of_interest', 'store', 'establishment']",51.5263851,-0.2056201
4808,Queen's Park,London,Kensal Evangelical Church,"324 Kensal Road, London",NaN,NaN,"['point_of_interest', 'establishment']",51.5261686,-0.2126856
4809,Queen's Park,London,MM and Company,"10, The Linen House, 253 Kilburn Lane, London",4,10,"['general_contractor', 'point_of_interest', 'establishment']",51.53286190000001,-0.2077897
4810,Queen's Park,London,Health Centre,"574 Harrow Road, London",4,134,"['point_of_interest', 'establishment']",51.5265103,-0.2067433
4811,Queen's Park,London,Queen's Park Library,"666 Harrow Road, London",3.7,3,,51.5270371,-0.2107987
4812,Queen's Park,London,Maison Lux Suites,"20 Claremont Road, London",3.5,2,,51.5333827,-0.206122
4813,Queen's Park,London,Fudges Cyclestore,"Harrow Road, London",NaN,NaN,,51.5262306,-0.2051233
4814,Queen's Park,London,London Print Studio,"425 Harrow Road, London",NaN,NaN,,51.5258381,-0.2057513
4815,Queen's Park,London,Scott Davidson,"Units 31 & 37 Walters Workshops 252, 249-251 Kensal Road, London",NaN,NaN,,51.526112,-0.211459
4816,Queen's Park,London,Woodtrend Limited,"25 Beethoven Street, London",5,2,,51.53159890000001,-0.2093642
4817,Queen's Park,London,SEED Madagascar,"7, 1A Beethoven Street, London",4,1,,51.530649,-0.207176
4818,Queen's Park,London,Bishop & Son Organ Builders,"58 Beethoven Street, London",NaN,NaN,,51.5319421,-0.2095278
4819,Queen's Park,London,"Rentalzone Property Management Design, Build, Management","228 Kilburn Lane, London",,,,51.5320758,-0.2102854
4820,Queen's Park,London,Wiggzaro Music Productions,"29 Beethoven Street, London",,,,51.531698,-0.2095686
4821,Queen's Park,London,Atelier Architecture & Design,"147 Herries Street, London",,,,51.5324903,-0.2085028
4822,Queen's Park,London,Look Ahead Housing & Care Ltd,"21 Beethoven Street, London",,,,51.53143499999999,-0.2091742
4823,Queen's Park,London,Yarrow Housing Ltd,"74 First Avenue, London",,,,51.5280273,-0.2053628
4824,Bayswater,London,London,London,NaN,NaN,"['lodging', 'point_of_interest', 'establishment']",51.5073509,-0.1277583
4825,Bayswater,London,The Royale Chulan,"23-25 Leinster Square, London",4.1,715,"['lodging', 'point_of_interest', 'establishment']",51.51440689999999,-0.1914605999999999
4826,Bayswater,London,London House Hotel,"81 Kensington Gardens Square, London",3.7,428,"['lodging', 'point_of_interest', 'establishment']",51.51403129999999,-0.1894994
4827,Bayswater,London,Reem Hotel,"50-51 Prince's Square, London",3.8,367,"['lodging', 'point_of_interest', 'establishment']",51.5133946,-0.1919579
4828,Bayswater,London,New Linden Hotel,"59 Leinster Square, Bayswater, London",3,1056,"['lodging', 'point_of_interest', 'establishment']",51.5133832,-0.1926617
4829,Bayswater,London,Pembridge Palace Hotel,"55 Prince's Square, London",2.8,556,"['lodging', 'point_of_interest', 'establishment']",51.51340039999999,-0.1921664
4830,Bayswater,London,Lords Hotel,"20-22 Leinster Square, London",4.1,763,"['lodging', 'point_of_interest', 'establishment']",51.51426790000001,-0.1917938
4831,Bayswater,London,Phoenix Hotel,"1-8, Kensington Gardens Square, London",2.9,1479,"['lodging', 'point_of_interest', 'establishment']",51.5135301,-0.1894444
4832,Bayswater,London,Bayswater Inn Hotel,"8-16 Prince's Square, London",3.7,367,"['lodging', 'point_of_interest', 'establishment']",51.512907,-0.1922054
4833,Bayswater,London,The Premier Notting Hill,"5-7 Prince's Square, London",2.6,414,"['lodging', 'point_of_interest', 'establishment']",51.5127419,-0.1926343
4834,Bayswater,London,Palace Court Hotel,"Lion Court Hotel, 64-65 Prince's Square, London",3.8,995,"['lodging', 'point_of_interest', 'establishment']",51.5133171,-0.1931478
4835,Bayswater,London,Grand Plaza Serviced Apartments,"42 Prince's Square, London",3.5,101,"['lodging', 'point_of_interest', 'establishment']",51.51345629999999,-0.1906946
4836,Bayswater,London,Kensington Court Hotel Notting Hill,"4 Prince's Square, London",4.4,150,"['point_of_interest', 'clothing_store', 'store', 'establishment']",51.5127229,-0.1928081
4837,Bayswater,London,Vancouver Studios,"30 Prince's Square, London",4,10,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.5131945,-0.1908935
4838,Bayswater,London,JoJo Maman Bébé,"101 Westbourne Grove, London",NaN,NaN,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.5151749,-0.1932356
4839,Bayswater,London,Porchester House,"19 Porchester Square, London",4.5,207,"['point_of_interest', 'establishment']",51.5179647,-0.1873541
4840,Bayswater,London,Hereford Road Restaurant,"3 Hereford Road, London",3,4,,51.5138596,-0.1937177
4841,Bayswater,London,Khan's,"13-15 Westbourne Grove, London",NaN,NaN,,51.5156055,-0.1890647999999999
4842,Bayswater,London,William Hill,"13 Porchester Road, London",,,,51.516609,-0.187914
4843,Warwick,London,London,London,NaN,NaN,"['lodging', 'point_of_interest', 'establishment']",51.5073509,-0.1277583
4844,Warwick,London,Airways Hotel London Victoria,"29-31 Saint George's Drive, London",4.2,1781,"['lodging', 'point_of_interest', 'establishment']",51.4904958,-0.1438013
4845,Warwick,London,Amba Hotel Grosvenor,"101 Buckingham Palace Road, London",2.8,288,"['lodging', 'point_of_interest', 'establishment']",51.49560779999999,-0.1455098
4846,Warwick,London,Victoria Station Hotel,"278-280 Vauxhall Bridge Road, London",4.1,1365,"['lodging', 'point_of_interest', 'establishment']",51.4949866,-0.1412787
4847,Warwick,London,DoubleTree by Hilton Hotel London - Victoria,"2 Bridge Place, London",3.6,288,"['lodging', 'bar', 'point_of_interest', 'establishment']",51.4940355,-0.1432892
4848,Warwick,London,Dover Hotel,"42-44 Belgrave Road, London",4.1,875,"['lodging', 'point_of_interest', 'establishment']",51.4919406,-0.1418579
4849,Warwick,London,The Z Hotel Victoria,"5 Lower Belgrave Street, London",3.8,672,"['lodging', 'point_of_interest', 'establishment']",51.4956815,-0.1463024
4850,Warwick,London,Best Western Victoria Palace,"60-64 Warwick Way, London",3.2,388,"['lodging', 'point_of_interest', 'establishment']",51.4916126,-0.1415696
4851,Warwick,London,Stanley House Hotel,"19-21, Belgrave Road, London",3,163,"['lodging', 'point_of_interest', 'establishment']",51.492153,-0.1416897
4852,Warwick,London,OYO Townhouse New England Victoria,"20 Saint George's Drive, Pimlico, London",4.4,151,"['lodging', 'point_of_interest', 'establishment']",51.4907979,-0.143667
4853,Warwick,London,The Windermere Hotel,"142-144 Warwick Way, London",3.2,354,"['lodging', 'point_of_interest', 'establishment']",51.4903952,-0.1459051
4854,Warwick,London,Enrico Hotel,"77-79 Warwick Way, London",2.9,230,"['lodging', 'point_of_interest', 'establishment']",51.4915425,-0.1428169
4855,Warwick,London,Jubilee Hotel,"31 Eccleston Square, London",3.4,685,"['lodging', 'point_of_interest', 'establishment']",51.49135159999999,-0.1454332
4856,Warwick,London,OYO Huttons Hotel,"53-57 Belgrave Road, London",2.1,267,"['lodging', 'point_of_interest', 'establishment']",51.4905927,-0.1386185
4857,Warwick,London,Grapevine Hotel,"117 Warwick Way, London",3.9,347,"['lodging', 'point_of_interest', 'establishment']",51.4908497,-0.1450323
4858,Warwick,London,Lidos Hotel,"Belgrave Road, London",3.9,460,"['lodging', 'point_of_interest', 'establishment']",51.49088279999999,-0.138715
4859,Warwick,London,Best Western,"8, 12 Saint George's Drive, London",4.4,930,"['lodging', 'point_of_interest', 'establishment']",51.49196569999999,-0.1460471
4860,Warwick,London,Georgian House Hotel,"35 - 39 Saint George's Drive, London",3,236,,51.4906952,-0.1438746
4861,Warwick,London,OYO Vegas Hotel,"104 Warwick Way, London",NaN,NaN,,51.4912146,-0.1433341
4862,Tachbrook,London,London,London,NaN,NaN,"['lodging', 'point_of_interest', 'establishment']",51.5073509,-0.1277583
4863,Tachbrook,London,Victoria Inn,"65-67 Belgrave Road, London",3.7,422,"['lodging', 'point_of_interest', 'establishment']",51.49039639999999,-0.1377961
4864,Tachbrook,London,Best Western Corona Hotel,"Victoria, 85-89 Belgrave Road, Pimlico, London",3.7,368,"['lodging', 'point_of_interest', 'establishment']",51.48999549999999,-0.1369828
4865,Tachbrook,London,Holiday Inn Express London - Victoria,"106-110 Belgrave Road, London",3.4,685,"['lodging', 'point_of_interest', 'establishment']",51.4897076,-0.1372359
4866,Tachbrook,London,OYO Huttons Hotel,"53-57 Belgrave Road, London",3.5,353,"['lodging', 'point_of_interest', 'establishment']",51.4905927,-0.1386185
4867,Tachbrook,London,OYO St George Hotel,"115 Saint George's Drive, London",3.8,682,"['lodging', 'point_of_interest', 'establishment']",51.48856379999999,-0.1393501
4868,Tachbrook,London,"Sidney Hotel London - Budget Hotels In Central London Near Victoria Station, Hotel Near Queen Elisabeth Conference Centre, Breakfast, Free WI-FI, Restaurant","68-76 Belgrave Road, London",3.8,121,"['lodging', 'point_of_interest', 'establishment']",51.4903658,-0.1385694
4869,Tachbrook,London,"The Melita, London","35 Charlwood Street, London",3.9,347,"['lodging', 'point_of_interest', 'establishment']",51.4901947,-0.1387737
4870,Tachbrook,London,Lidos Hotel,"Belgrave Road, London",4.4,495,"['lodging', 'point_of_interest', 'establishment']",51.49088279999999,-0.138715
4871,Tachbrook,London,The Belgrave,"80-86 Belgrave Road, London",4.1,558,"['lodging', 'point_of_interest', 'establishment']",51.4901024,-0.1381361
4872,Tachbrook,London,Dolphin House - Serviced Apartments,"Corporate Living - Dolphin Square, Chichester Street, London",4.4,276,"['lodging', 'point_of_interest', 'establishment']",51.48721219999999,-0.1365422
4873,Tachbrook,London,Luna Simone Hotel,"47-49 Belgrave Road, Victoria, London",3.2,497,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.49079379999999,-0.1386982
4874,Tachbrook,London,Comfort Inn London - Westminster,"39 Belgrave Road, London",4.2,411,"['lodging', 'point_of_interest', 'establishment']",51.4909296,-0.1389835
4875,Tachbrook,London,Goya,"34 Lupus Street, London",4.2,132,"['point_of_interest', 'establishment']",51.48840899999999,-0.1374987
4876,Tachbrook,London,Blades,"122 Belgrave Road, London",NaN,NaN,"['point_of_interest', 'establishment']",51.48950689999999,-0.1366956
4877,Tachbrook,London,Westminster Apartment,"Hawthorne House, 12, London",3.9,190,"['point_of_interest', 'establishment']",51.4863703,-0.1390549
4878,Tachbrook,London,Capital Carboot,"Pimlico Academy, Lupus Street, London",4.4,15,,51.4880398,-0.1371874
4879,Tachbrook,London,William Hill,"8A Lupus Street, London",NaN,NaN,,51.4889465,-0.1346674
4880,Tachbrook,London,Rider,"20 Vauxhall Bridge Road, London",,,,51.4899911,-0.1316817
4881,Tachbrook,London,Lambeth,Lambeth,,,,51.4935082,-0.1178424
4882,Westbourne,London,London,London,NaN,NaN,"['lodging', 'point_of_interest', 'establishment']",51.5073509,-0.1277583
4883,Westbourne,London,Harrow Apartments,"384 Harrow Road, London",2.8,62,"['point_of_interest', 'establishment']",51.52333789999999,-0.1962126
4884,Westbourne,London,Paddington Academy,"50 Marylands Road, London",5,1,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",51.52496590000001,-0.1928011
4885,Westbourne,London,Next Generation Club - Carlton,"1 Alfred Road, London",NaN,NaN,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",51.5208435,-0.1940685999999999
4886,Westbourne,London,William Hill,"364 Harrow Road, London",NaN,NaN,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",51.523226,-0.1954319999999999
4887,Westbourne,London,Shannon Traditional Upholstery,"19 Chippenham Mews, London",4.1,1233,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",51.5237197,-0.196117
4888,Westbourne,London,The Cow Pub & Dining Rooms,"89 Westbourne Park Road, London",5,50,"['point_of_interest', 'establishment']",51.5191678,-0.1953797
4889,Westbourne,London,The Waterway,"54 Formosa Street, London",3.3,71,"['liquor_store', 'point_of_interest', 'store', 'establishment']",51.522764,-0.1877486
4890,Westbourne,London,The Oak,"137 Westbourne Park Road, Notting Hill, London",5,1,,51.51867699999999,-0.197652
4891,Westbourne,London,Notting Hill Chiropractic,"103 Westbourne Park Villas, London",NaN,NaN,,51.51950959999999,-0.1948709
4892,Westbourne,London,Domino's Pizza - London - Bayswater,"129 Westbourne Park Road, Bayswater, London",3.4,28,,51.5187897,-0.1972006
4893,Westbourne,London,Athlone House,"7A Woodfield Road, London",NaN,NaN,,51.522678,-0.1987051
4894,Westbourne,London,Westminster Housing Co Op,"5 Woodfield Road, London",NaN,NaN,,51.5227892,-0.1994403
4895,Westbourne,London,Licensed Taxi Drivers Association Ltd,"11 Woodfield Road, London",NaN,NaN,,51.522502,-0.199591
4896,Westbourne,London,Jimmy Turrell,"65 Alfred Road, London",4.6,5,,51.5210759,-0.1956546
4897,Westbourne,London,ARC @ Stowe Young Peoples Sexual Health Service,"260 Harrow Road, London",,,,51.5201958,-0.1902602
4898,Westbourne,London,Foundation Estates,"374 Harrow Road, London",,,,51.5232803,-0.1958389
4899,Westbourne,London,Crucial Trading [London],"79 Westbourne Park Road, London",,,,51.5190771,-0.1949582
4900,Westbourne,London,Champers Wine,"352 Harrow Road, London",,,,51.523126,-0.1946481
4901,Little Venice,London,London,London,NaN,NaN,"['lodging', 'point_of_interest', 'establishment']",51.5073509,-0.1277583
4902,Little Venice,London,Comfort Inn Edgware Road London,"450 Edgware Road, London",4.3,7,"['liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",51.5233178,-0.1744884
4903,Little Venice,London,Access Accommodation Maida Vale,"29 Clifton Gardens, London",4.6,22,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.5245522,-0.1809916
4904,Little Venice,London,The Winery,"4 Clifton Road, London",4.4,665,"['lodging', 'point_of_interest', 'establishment']",51.52589820000001,-0.1788232
4905,Little Venice,London,The Summerhouse,"Blomfield Road, London",4.6,35,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",51.5221531,-0.1862219
4906,Little Venice,London,Europa House Apartments,"79A Randolph Avenue, London",4.1,1216,"['lodging', 'point_of_interest', 'establishment']",51.5270355,-0.1828241
4907,Little Venice,London,The Union Paddington,"4 Sheldon Square, London",2,1,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.51950009999999,-0.1797865
4908,Little Venice,London,Luxury Frampton Apartments,"85 Frampton Street, London",4.2,591,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",51.5238734,-0.1737991
4909,Little Venice,London,Cafe Laville,"453 Edgware Road, London",4.1,927,"['point_of_interest', 'establishment']",51.524548,-0.1769514
4910,Little Venice,London,Pearl Liang,"8 Sheldon Square, Paddington, London",4.3,32,"['health', 'point_of_interest', 'establishment']",51.51929699999999,-0.180438
4911,Little Venice,London,Kingfisher Plc,"3 Sheldon Square, London",2.9,15,"['health', 'point_of_interest', 'establishment']",51.5198271,-0.1804949
4912,Little Venice,London,Little Venice Medical Centre,"2 Crompton Street, London",4.3,8,"['health', 'point_of_interest', 'establishment']",51.523931,-0.1764445
4913,Little Venice,London,rtaddictiontherapy,"Warwick Crescent, London",5,1,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",51.52088,-0.1828783
4914,Little Venice,London,Vitalis Coaching,"2 Warwick Crescent, London",4,417,"['point_of_interest', 'store', 'establishment']",51.52074959999999,-0.18214
4915,Little Venice,London,Massis,"9 Sheldon Square, Paddington, London",4.1,21,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.519735,-0.1801371
4916,Little Venice,London,Boots,"33 Clifton Road, London",3.9,245,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.5252181,-0.1798584
4917,Little Venice,London,Raoul’s Café,"13 Clifton Road, London",4.2,186,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.52560619999999,-0.1790323
4918,Little Venice,London,Maguro,"5 Lanark Place, London",4.3,322,,51.525432,-0.178822
4919,Little Venice,London,Diyarbakir Sofrasi,"458 Edgware Road, Marylebone, London",NaN,NaN,,51.5235298,-0.1748647
4920,Maida Vale,London,London,London,NaN,NaN,"['gym', 'health', 'point_of_interest', 'establishment']",51.5073509,-0.1277583
4921,Maida Vale,London,"3-4 bedroom, 2 baths apartment near Baker Street","250 Elgin Avenue, London",4.5,1063,"['lodging', 'point_of_interest', 'establishment']",51.5289899,-0.1876388
4922,Maida Vale,London,Paddington Recreation Ground,"Randolph Avenue, London",4,10,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",51.5302527,-0.1907901
4923,Maida Vale,London,Le Cochonnet - Italian Restaurant & Pizzeria,"1-2, Lauderdale Parade, Lauderdale Road, London",4.4,211,"['finance', 'real_estate_agency', 'point_of_interest', 'establishment']",51.5275036,-0.1900508
4924,Maida Vale,London,Wonderful Rooms,"Wymering Road, London",4.3,820,"['point_of_interest', 'store', 'establishment']",51.5280198,-0.1928688
4925,Maida Vale,London,BBC Maida Vale Studios,"120-129 Delaware Road, London",4.9,418,"['dentist', 'health', 'point_of_interest', 'establishment']",51.5260182,-0.1909133
4926,Maida Vale,London,The Elgin - Maida Vale,"255 Elgin Avenue, London",4.8,270,"['point_of_interest', 'establishment']",51.5303645,-0.1854109
4927,Maida Vale,London,Dexters Maida Vale Estate Agents,"125 Shirland Road, London",4.9,69,"['hospital', 'health', 'point_of_interest', 'establishment']",51.52670639999999,-0.1934828
4928,Maida Vale,London,Pines and Needles,"123 Shirland Road, London",5,1,"['real_estate_agency', 'point_of_interest', 'establishment']",51.5264909,-0.1929783
4929,Maida Vale,London,Elgin Dental Care and Implant Clinic,"284 Elgin Avenue, London",2,24,"['doctor', 'health', 'point_of_interest', 'establishment']",51.5297023,-0.1860369
4930,Maida Vale,London,Capital Pictures,"85 Randolph Avenue, London",NaN,NaN,"['laundry', 'point_of_interest', 'establishment']",51.5279394,-0.1839485
4931,Maida Vale,London,Lanark Medical Centre,"165 Lanark Road, London",2.5,8,"['accounting', 'finance', 'point_of_interest', 'establishment']",51.5305249,-0.1855665
4932,Maida Vale,London,Alexandra Soveral Limited,"97 Elgin Avenue, London",3,1,,51.526491,-0.1939467
4933,Maida Vale,London,Properties Actually,"113 Shirland Road, London",3.9,8,,51.52628869999999,-0.1926565
4934,Maida Vale,London,Wright Dr H E,"Biddulph Mansions, Elgin Avenue, London",NaN,NaN,,51.5284865,-0.1888755
4935,Maida Vale,London,Abicord,"Elgin Mansions, Elgin Avenue, Maida Vale, London",4,1,,51.528387,-0.1899097
4936,Maida Vale,London,W9 Dry Cleaners,"5 Lauderdale Road, London",,,,51.5275165,-0.1897985
4937,Maida Vale,London,PeopleByRyan Wedding Photographer,"251 Elgin Mews North, London",,,,51.5303142,-0.185562
4938,Maida Vale,London,AIMS Accountants For Business - Peter Torino,"25, Leith Mansions, Grantully Road, Maida Vale, London",,,,51.528445,-0.1910557
4939,Church Street,London,London,London,NaN,NaN,"['lodging', 'point_of_interest', 'establishment']",51.5073509,-0.1277583
4940,Church Street,London,Comfort Inn Edgware Road London,"450 Edgware Road, London",2.9,27,"['lodging', 'point_of_interest', 'establishment']",51.5233178,-0.1744884
4941,Church Street,London,Edgware Road Inn,"318 Edgware Road, London",4.1,83,"['furniture_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']",51.5206999,-0.1708032
4942,Church Street,London,Paddington Green Serviced Aparments,"18 Paddington Green, London",4.3,302,"['lodging', 'point_of_interest', 'establishment']",51.5208188,-0.1734259
4943,Church Street,London,Alfies Antique Market,"13 - 25 Church Street, London",3.3,513,"['lodging', 'point_of_interest', 'establishment']",51.5241255,-0.1688334
4944,Church Street,London,Travelodge London Central Marylebone,"Harewood Row, London",3.3,4,"['lodging', 'point_of_interest', 'establishment']",51.5222533,-0.1641072
4945,Church Street,London,Marylebone Apartments,"18 Cosway Street, London",2,1,"['place_of_worship', 'point_of_interest', 'establishment']",51.52178,-0.1659554
4946,Church Street,London,Luxury Frampton Apartments,"85 Frampton Street, London",NaN,NaN,"['post_office', 'finance', 'point_of_interest', 'establishment']",51.5238734,-0.1737991
4947,Church Street,London,Dodo,"Alfies Antique Market, 13-25 Church Street, Marylebone, London",3.7,3,"['lodging', 'point_of_interest', 'establishment']",51.5240017,-0.1689054
4948,Church Street,London,Saint Edward's Convent,"18 Hayes Place, London",2.7,43,"['point_of_interest', 'establishment']",51.5232295,-0.1651743
4949,Church Street,London,Rossmore Hall Evangelical Church,"2 Rossmore Road, London",NaN,NaN,"['point_of_interest', 'establishment']",51.52418629999999,-0.1668521
4950,Church Street,London,Edgware Road Post Office,"354-356 Edgware Road, London",3.5,507,,51.5213823,-0.1715943
4951,Church Street,London,Miles Place Apartments,"115 Broadley Street, London",3.6,134,,51.52156960000001,-0.1707858
4952,Church Street,London,London Hype Park,"61 Lisson Street, London",4.7,15,,51.5209203,-0.1680844
4953,Church Street,London,The Phoenix Hostel,"6 Daventry Street, London",NaN,NaN,,51.5212509,-0.1667723
4954,Church Street,London,"City of Westminster College, Paddington Green Campus","25 Paddington Green, London",,,,51.5210038,-0.1746353
4955,Church Street,London,The Cockpit,"The Cockpit, Gateforth Street, Marylebone",,,,51.524475,-0.169555
4956,Church Street,London,Hopkins Architects,"27 Broadley Terrace, London",,,,51.5242297,-0.1658827
4957,Church Street,London,Domino's Pizza - London - Paddington,"378 Edgware Road, Paddington, London",,,,51.5217415,-0.1722194
4958,Swiss Cottage,London,London,London,NaN,NaN,"['lodging', 'point_of_interest', 'establishment']",51.5073509,-0.1277583
4959,Swiss Cottage,London,London Marriott Hotel Regents Park,"128 King Henry's Road, London",4.2,1253,"['lodging', 'point_of_interest', 'establishment']",51.542075,-0.1700762
4960,Swiss Cottage,London,Palmers Lodge Swiss Cottage,"40 College Crescent, London",3.9,370,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.5454301,-0.1761801
4961,Swiss Cottage,London,Best Western Swiss Cottage Hotel,"4 Adamson Road, London",3.3,84,"['university', 'point_of_interest', 'establishment']",51.54451539999999,-0.1725591
4962,Swiss Cottage,London,Subway,"141 Finchley Road, London",NaN,NaN,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",51.54396010000001,-0.1755316
4963,Swiss Cottage,London,Swiss Cottage One,"137 Finchley Road, London",4.1,40,"['lodging', 'point_of_interest', 'establishment']",51.5437723,-0.1755318
4964,Swiss Cottage,London,The Royal Central School of Speech and Drama,"62-64 Eton Avenue, London",4.5,121,"['gym', 'health', 'point_of_interest', 'establishment']",51.54433439999999,-0.1742044999999999
4965,Swiss Cottage,London,Ladbrokes,"17-18, New College Parade, London",4.5,6,"['point_of_interest', 'establishment']",51.54552409999999,-0.1774307
4966,Swiss Cottage,London,Bradleys,"25 Winchester Road, London",4.8,46,"['post_office', 'finance', 'point_of_interest', 'establishment']",51.5434812,-0.1726066
4967,Swiss Cottage,London,"Swiss Cottage - Large, Private Balcony Room","Wilson House, 161 - 169 Goldhurst Terrace, London",3.9,28,"['furniture_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']",51.5416672,-0.1824492
4968,Swiss Cottage,London,Swiss Cottage Library,"88 Avenue Road, London",4.5,134,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.5422358,-0.173223
4969,Swiss Cottage,London,The Martial Arts Place,"88 Avenue Road, London",3,2,"['convenience_store', 'book_store', 'food', 'point_of_interest', 'store', 'establishment']",51.5423379,-0.1731237
4970,Swiss Cottage,London,Arriva Rail London,"125 Finchley Road, London",NaN,NaN,,51.54322189999999,-0.1753579
4971,Swiss Cottage,London,Nona,"9 Fairhazel Gardens, London",4.8,133,,51.54198299999999,-0.180841
4972,Swiss Cottage,London,Swiss Cottage Post Office,"9-10 Harben Parade, London",4.3,232,,51.5452786,-0.1768287
4973,Swiss Cottage,London,Luxury Finchley Rd Apartments,"3 Broadhurst Gardens, London",3.8,37,,51.5458504,-0.1800211
4974,Swiss Cottage,London,Taurus Beds,"167A Finchley Road, London",,,,51.54539500000001,-0.178171
4975,Swiss Cottage,London,Green Cottage,"New College Parade, 9, London",,,,51.54534080000001,-0.1766444
4976,Swiss Cottage,London,WHSmith,"9, 10 Harben Parade, Finchley Road, South Hampstead, London",,,,51.54482789999999,-0.1766674
4977,Highgate,London,London,London,NaN,NaN,"['point_of_interest', 'establishment']",51.5073509,-0.1277583
4978,Highgate,London,Millfield Lane Toilets,"25 Merton Lane, London",5,1,"['point_of_interest', 'establishment']",51.5659188,-0.1573089
4979,Highgate,London,Archplan,"1 Millfield Place, London",4.6,11,"['point_of_interest', 'establishment']",51.5643123,-0.1538831
4980,Highgate,London,The Trade Delegation of Russia in the UK,"32-33 Highgate West Hill, London",4.5,245,"['point_of_interest', 'establishment']",51.56568509999999,-0.1535228
4981,Highgate,London,Highgate Men's Bathing Pond,"Parliament Hill Fields, Fields Hampstead Heath, Highgate Road, London",NaN,NaN,"['local_government_office', 'point_of_interest', 'establishment']",51.5631345,-0.1566965
4982,Highgate,London,Highgate Judo Club,"3 Makepeace Avenue, London",NaN,NaN,"['point_of_interest', 'establishment']",51.5641512,-0.1523852
4983,Highgate,London,Bio Engineers Ltd,"40 Highgate West Hill, Highgate, London",NaN,NaN,,51.5662198,-0.1537539
4984,Highgate,London,Phelan-McDermid Syndrome UK,"99 Highgate West Hill, London",NaN,NaN,,51.56343579999999,-0.1524426
4985,Highgate,London,Anne Holve Cognitive Behavioural Therapist & Hypnotherapist,"11 Oakeshott Avenue, London",NaN,NaN,,51.5653795,-0.1519827
4986,Highgate,London,West Hill Park,"1 Merton Lane, London",NaN,NaN,,51.5669807,-0.1552232
4987,Highgate,London,St Clair Trading LLP,"8 Robin Grove, London",NaN,NaN,,51.5660385,-0.1515767
4988,Highgate,London,CheckleyFisher Computing Ltd,"27 Oakeshott Avenue, London",NaN,NaN,,51.56556,-0.150955
4989,Highgate,London,Impronta Coaching Ltd,"39 Brookfield, Highgate West Hil, London",NaN,NaN,,51.5616786,-0.1527812
4990,Highgate,London,Collaldra School of Writing,"33 Brookfield, Highgate West Hill, London",,,,51.5616654,-0.1527907
4991,Highgate,London,Catherine McCabe,"Oakeshott Avenue, London",,,,51.5655385,-0.149832
4992,Highgate,London,Kenwood Ladies' Bathing Pond,"Hampstead Heath, Kenwood Ladies Pond, London",,,,51.56709619999999,-0.1591641
4993,Highgate,London,Antique Bronze Ltd,"44 Hillway, London",,,,51.5648703,-0.1491176
4994,Highgate,London,London School of Reflexology,"Brookfield Mansions, Highgate West Hill, London",,,,51.5617154,-0.1511975
